title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Mileage,Fuel,Ground Clearance,Seating Capacity,Drive Type,Length,No. of Airbags,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC,Global NCAP Safety Rating,Top Speed
2018 Maruti Dzire VXI,₹5.58 Lakh,"Ghatkopar West, Mumbai",May 2018,Comprehensive,Petrol,5 Seats,"29,382 Kms",Mumbai,First Owner,1197 cc,Manual,2018,1197 cc,80 bhp,24.79 kmpl,Petrol,,,,,,382 Litres,,,,,5 Star,
2023 Skoda Kushaq 1.0 TSI Ambition AT,₹13.25 Lakh,"Borivali West, Mumbai",Dec 2023,Zero Dep,Petrol,5 Seats,"6,663 Kms",kalyan,First Owner,999 cc,Automatic,2023,999 cc,113.98 bhp,18.09 kmpl,Petrol,,5,FWD,,,,,,,,5 Star,
2021 BMW X6 Xdrive40i M Sport,₹1.08 Crore,"Khar Delivery, Mumbai",Dec 2021,Comprehensive,Petrol,5 Seats,"10,000 Kms",Pune,First Owner,2998 cc,Automatic,2021,2998 cc,335.25 bhp,10.31 kmpl,Petrol,,5,AWD,,,,,,,,,
2016 Honda City i VTEC CVT VX,₹6.90 Lakh,"West, Thane",Feb 2016,Third Party,Petrol,5 Seats,"27,467 Kms",Mumbai,First Owner,1497 cc,Automatic,2016,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2021 Hyundai Creta 1.6 EX Petrol,₹10.41 Lakh,"West, Thane",May 2021,Comprehensive,Petrol,5 Seats,"47,927 Kms",panvel,First Owner,1591 cc,Manual,2021,1591 cc,121.3 bhp,15.8 kmpl,Petrol,,,FWD,,,,,,,,,
2021 Skoda Kushaq 1.0 TSI Style,₹13.83 Lakh,"Ghatkopar West, Mumbai",Dec 2021,Comprehensive,Petrol,5 Seats,"35,114 Kms",Mumbai,First Owner,999 cc,Manual,2021,999 cc,113.98 bhp,19.76 kmpl,Petrol,,5,FWD,,,,,,,,5 Star,
2017 Toyota Etios Liva V,₹4.29 Lakh,"Ghatkopar West, Mumbai",Mar 2017,Comprehensive,Petrol,5 Seats,"14,836 Kms",Mumbai,First Owner,1197 cc,Manual,2017,1197 cc,78.9 bhp,17.71 kmpl,Petrol,,,,3775mm,,,,,,,,
2018 Toyota Yaris G CVT BSIV,₹6.95 Lakh,"Kandivali West, Mumbai",May 2018,Comprehensive,Petrol,5 Seats,"60,900 Kms",Mumbai,First Owner,1496 cc,Automatic,2018,1496 cc,105.5 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2016 Maruti Vitara Brezza VDi,₹6.75 Lakh,"Prabhadevi, Mumbai",Jan 2017,Third Party,Diesel,5 Seats,"33,552 Kms",Thane,Second Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,24.3 kmpl,,198mm,,FWD,,,,,,,,,
2014 Mercedes-Benz GLA Class 200 CDI,₹15.95 Lakh,"Antop Hill, Mumbai",Oct 2014,Comprehensive,Diesel,5 Seats,"47,000 Kms",Mumbai,First Owner,2143 cc,Automatic,2014,2143 cc,136 bhp,,Diesel,,5,AWD,,,,,,,,,205 kmph
2018 Mahindra TUV 300 T4 Plus,₹5.75 Lakh,"West, Thane",Oct 2018,Comprehensive,Diesel,7 Seats,"84,000 Kms",Pune,Second Owner,1493 cc,Manual,2018,1493 cc,100 bhp,18.49 kmpl,,184mm,,RWD,,,,,,,,,
2012 Skoda Superb Elegance 1.8 TSI,₹3.95 Lakh,"Mira Road West, Mumbai",Sept 2012,Expired,Petrol,5 Seats,"62,000 Kms",Thane,First Owner,1798 cc,Manual,2012,1798 cc,157.75 bhp,13.7 kmpl,Petrol,,,,,,,,,,,,
2017 Honda WR-V i-VTEC VX,₹5.51 Lakh,"Andheri East, Mumbai",Oct 2017,Expired,Petrol,5 Seats,"40,000 Kms",Mumbai,Second Owner,1199 cc,Manual,2017,1199 cc,88.7 bhp,17.5 kmpl,,188mm,,FWD,,,,,,,,,
2021 Maruti S Cross Zeta,₹8.12 Lakh,"Navi, Mumbai",Sept 2021,Comprehensive,Petrol,5 Seats,"32,467 Kms",Navi Mumbai,First Owner,1462 cc,Manual,2021,1462 cc,103.25 bhp,18.55 kmpl,Petrol,,,FWD,,,,,,,,,
2019 Maruti Baleno Zeta CVT,₹6.90 Lakh,"Borivali West, Mumbai",Aug 2019,Expired,Petrol,5 Seats,"24,308 Kms",Aurangabad,First Owner,1197 cc,Automatic,2019,1197 cc,81.80 bhp,19.56 kmpl,Petrol,,,,,2,,,,,,,
2016 Maruti Baleno Alpha Diesel,₹4.85 Lakh,"Navi, Mumbai",Dec 2016,Comprehensive,Diesel,5 Seats,"47,008 Kms",Mumbai,Second Owner,1248 cc,Manual,2016,1248 cc,74 bhp,27.39 kmpl,Diesel,,,,,2,,,,,,,
2018 Maruti Baleno Delta Diesel,₹5.44 Lakh,"Dadar, Mumbai",Mar 2018,Comprehensive,Diesel,5 Seats,"28,292 Kms",Mumbai,First Owner,1248 cc,Manual,2018,1248 cc,74 bhp,27.39 kmpl,Diesel,,,,,2,,,,,,,
2018 Tata Tiago 1.2 Revotron XZA,₹4.60 Lakh,"Andheri East, Mumbai",Sept 2018,Comprehensive,Petrol,5 Seats,"33,000 Kms",Navi Mumbai,First Owner,1199 cc,Automatic,2018,1199 cc,83.83 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,,
2016 Ford Ecosport 1.5 Ti VCT MT Titanium,₹5.29 Lakh,"Ghatkopar West, Mumbai",Apr 2016,Comprehensive,Petrol,5 Seats,"55,184 Kms",Mumbai,First Owner,1499 cc,Manual,2016,1499 cc,110 bhp,15.8 kmpl,,200mm,,FWD,,,,,,,,,
2016 Hyundai i20 Sportz 1.2,₹4.79 Lakh,"Navi, Mumbai",Jan 2017,Comprehensive,Petrol,5 Seats,"46,667 Kms",Thane,First Owner,1197 cc,Manual,2016,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,,
2019 Mahindra Marazzo M2 BSIV,₹7.50 Lakh,"Mulund West, Mumbai",Jul 2019,Expired,Diesel,7 Seats,"63,000 Kms",Mumbai,First Owner,1497 cc,Manual,2019,1497 cc,121 bhp,17.3 kmpl,Diesel,,8,,,,,,,,,,
2016 Maruti Ciaz AT ZXi,₹5.25 Lakh,"West, Thane",Mar 2016,Comprehensive,Petrol,5 Seats,"48,746 Kms",Mumbai,Second Owner,1373 cc,Automatic,2016,1373 cc,91.1 bhp,19.12 kmpl,Petrol,,,,,,,,,,,,
2019 Toyota Glanza V,₹7.05 Lakh,"Ghatkopar West, Mumbai",Jul 2019,Comprehensive,Petrol,5 Seats,"41,775 Kms",Mumbai,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,21.01 kmpl,Petrol,,,,,2,,,,,,,
2022 Hyundai Creta S iMT BSVI,₹11.40 Lakh,"West, Thane",Jul 2022,Comprehensive,Petrol,5 Seats,"25,438 Kms",Mumbai,First Owner,1497 cc,Manual,2022,1497 cc,113.18 bhp,14 kmpl,Petrol,,5,,,2,,,,,,,
2016 Maruti Wagon R AMT VXI,₹3.75 Lakh,"Khar Colony, Mumbai",Dec 2016,Comprehensive,Petrol,5 Seats,"49,002 Kms",Mumbai,First Owner,998 cc,Automatic,2016,998 cc,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,,
2021 Hyundai Venue SX Turbo,₹9 Lakh,"Borivali West, Mumbai",Dec 2021,Expired,Petrol,5 Seats,"11,402 Kms",kalyan,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,18.27 kmpl,Petrol,,,FWD,,,,,,,,,
2023 Hyundai i20 Sportz IVT,₹8.19 Lakh,"Goregaon East, Mumbai",Feb 2023,Zero Dep,Petrol,5 Seats,"25,701 Kms",Thane,First Owner,1197 cc,Automatic,2023,1197 cc,87 bhp,20 kmpl,Petrol,,,,,6,,,,,,,
2020 Maruti S-Presso VXI Plus AT 2019-2022,₹5.15 Lakh,Thane,Feb 2020,Expired,Petrol,5 Seats,"31,605 Kms",Mumbai,First Owner,998 cc,Automatic,2020,998 cc,67.05 bhp,21.7 kmpl,Petrol,,,,,2,,,,,,,
2018 Maruti Baleno 1.2 Delta,₹5.25 Lakh,"Kapad Bazar, Mumbai",Mar 2018,Comprehensive,Petrol,5 Seats,"5,600 Kms",Mumbai,First Owner,1197 cc,Manual,2018,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2021 Skoda Kushaq 1.5 TSI Ambition,₹11.70 Lakh,"West, Thane",Aug 2021,Comprehensive,Petrol,5 Seats,"29,628 Kms",Mumbai,First Owner,1498 cc,Manual,2021,1498 cc,147.51 bhp,18.6 kmpl,Petrol,,5,FWD,,,,,,,,5 Star,
2021 Kia Seltos GTX Plus Diesel AT,₹17.25 Lakh,"Borivali West, Mumbai",Sept 2021,Comprehensive,Diesel,5 Seats,"30,000 Kms",Thane,First Owner,1493 cc,Automatic,2021,1493 cc,113.43 bhp,18 kmpl,Diesel,,5,FWD,,,,,,,,,
2019 Kia Seltos HTE Diesel,₹9.95 Lakh,"Kandivali West, Mumbai",Dec 2019,Expired,Diesel,5 Seats,"50,000 Kms",Mumbai,First Owner,1493 cc,Manual,2019,1493 cc,113.43 bhp,20.8 kmpl,Diesel,,5,FWD,,,,,,,,,
2021 Nissan Magnite Turbo XL,₹6.37 Lakh,"Ghatkopar West, Mumbai",Mar 2021,Comprehensive,Petrol,5 Seats,"22,817 Kms",Mumbai,Second Owner,999 cc,Manual,2021,999 cc,98.63 bhp,20 kmpl,,205,,2WD,,,,,,,,,
2017 Maruti Baleno 1.2 CVT Alpha,₹5.90 Lakh,"Shantinagar E.D., Thane",Jan 2018,Comprehensive,Petrol,5 Seats,"28,950 Kms",Mumbai,First Owner,1197 cc,Automatic,2017,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2016 Maruti Baleno 1.2 CVT Delta,₹4.99 Lakh,"Airoli, Navi Mumbai",Aug 2016,Comprehensive,Petrol,5 Seats,"34,000 Kms",Navi Mumbai,First Owner,1197 cc,Automatic,2016,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2010 Jaguar XF 5.0 Litre V8 Petrol,₹9.90 Lakh,"Santacruz (east), Mumbai",Jul 2010,Comprehensive,Petrol,4 Seats,"40,000 Kms",Pune,Second Owner,5000 cc,Automatic,2010,5000 cc,379.7 bhp,,Petrol,,,,,,,,,,,,250km/hr kmph
2019 Honda WR-V i-VTEC VX,₹5.84 Lakh,"Navi, Mumbai",Aug 2019,Comprehensive,Petrol,5 Seats,"41,823 Kms",Mumbai,First Owner,1199 cc,Manual,2019,1199 cc,88.7 bhp,17.5 kmpl,,188mm,,FWD,,,,,,,,,
2021 Kia Sonet HTX Turbo iMT,₹8.43 Lakh,"Ghatkopar West, Mumbai",Apr 2021,Comprehensive,Petrol,5 Seats,"25,938 Kms",Mumbai,Second Owner,998 cc,Automatic,2021,998 cc,118.35 bhp,18.2 kmpl,Petrol,,,2WD,,,,,,,,,
2010 Toyota Corolla Altis G,₹2.75 Lakh,"Borivali West, Mumbai",Jan 2011,Expired,Petrol,5 Seats,"1,16,000 Kms",Navi Mumbai,First Owner,1798 cc,Manual,2010,1798 cc,138.1 bhp,14.53 kmpl,Petrol,,,,,,,,,,,,
2021 Hyundai Venue S,₹8.73 Lakh,"Borivali West, Mumbai",Dec 2021,Expired,Petrol,5 Seats,"34,286 Kms",Mumbai,First Owner,1197 cc,Manual,2021,1197 cc,81.86 bhp,17.52 kmpl,Petrol,,,FWD,,,,,,,,,
2013 Honda Amaze S i-Vtech,₹3.90 Lakh,"Andheri East, Mumbai",Jan 2014,Comprehensive,Petrol,5 Seats,"44,000 Kms",Mumbai,First Owner,1198 cc,Manual,2013,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2017 Tata Tiago 1.2 Revotron XTA,₹4.80 Lakh,"West, Thane",Jan 2018,Expired,Petrol,5 Seats,"67,345 Kms",Thane,First Owner,1199 cc,Automatic,2017,1199 cc,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,,
2022 Mercedes-Benz GLS 400d 4MATIC,₹1.25 Crore,"Khar Delivery, Mumbai",Dec 2022,Comprehensive,Diesel,7 Seats,"48,000 Kms",Navi Mumbai,First Owner,2925 cc,Automatic,2022,2925 cc,325.86 bhp,,Diesel,,,AWD,,,,,,,,5 Star,238 kmph
2021 Honda City ZX CVT,₹11.95 Lakh,"Andheri East, Mumbai",Jul 2021,Comprehensive,Petrol,5 Seats,"16,000 Kms",Mumbai,First Owner,1498 cc,Automatic,2021,1498 cc,119.35 bhp,18.3 kmpl,Petrol,,,,,6,,,,,,,
2020 Land Rover Discovery Sport TD4 HSE Luxury,₹48.75 Lakh,"Andheri East, Mumbai",Oct 2020,Comprehensive,Diesel,7 Seats,"40,000 Kms",Mumbai,First Owner,1999 cc,Automatic,2020,1999 cc,177 bhp,,Diesel,,,4WD,,,,,,,,,188 kmph
2021 Maruti S-Presso VXI Opt CNG,₹4.32 Lakh,"West, Thane",Feb 2021,Expired,CNG,4 Seats,"69,214 Kms",Thane,First Owner,998 cc,Manual,2021,998 cc,58.33 bhp,,CNG,,,,3565,2,,,,,,,
2014 Honda Amaze S AT i-Vtech,₹4.34 Lakh,"Borivali West, Mumbai",Aug 2014,Expired,Petrol,5 Seats,"47,201 Kms",Mumbai,First Owner,1198 cc,Automatic,2014,1198 cc,86.7 bhp,15.5 kmpl,Petrol,,,,,,,,,,,,
2011 Toyota Etios VX,₹2.85 Lakh,Thane,Mar 2011,Comprehensive,Petrol,5 Seats,"34,749 Kms",Thane,First Owner,1496 cc,Manual,2011,,,,,,,,,,,,,,,,
2017 Hyundai Creta 1.6 SX Diesel,₹8.79 Lakh,"Ghatkopar West, Mumbai",May 2017,Comprehensive,Diesel,5 Seats,"50,109 Kms",Mumbai,First Owner,1582 cc,Manual,2017,1582 cc,126.2 bhp,20.5 kmpl,Diesel,,5,FWD,,,,,,,,,
2020 Skoda Octavia 1.8 TSI AT L K,₹15.15 Lakh,"Borivali West, Mumbai",Dec 2020,Zero Dep,Petrol,5 Seats,"31,010 Kms",Mumbai,Second Owner,1798 cc,Automatic,2020,1798 cc,178 bhp,15.1 kmpl,Petrol,,,,,8,,,,,,,
2022 Tata Nexon XZA Plus Dark Edition,₹9.97 Lakh,"Ghatkopar West, Mumbai",Apr 2022,Comprehensive,Petrol,5 Seats,"35,524 Kms",Mumbai,First Owner,1199 cc,Automatic,2022,1199 cc,118.36 bhp,16.35 kmpl,Petrol,209,,,,,,,,,,,
2019 Hyundai Verna VTVT 1.6 AT SX Option,₹8.25 Lakh,"Khar (w), Mumbai",Jun 2019,Expired,Petrol,5 Seats,"40,000 Kms",Mumbai,First Owner,1591 cc,Automatic,2019,1591 cc,121.3 bhp,17 kmpl,Petrol,,,,,6,,,,,,,
2018 Honda Amaze VX i-VTEC,₹6 Lakh,"Sakinaka, Mumbai",Jun 2018,Comprehensive,Petrol,5 Seats,"27,000 Kms",Mumbai,First Owner,1198 cc,Manual,2018,1198 cc,86.7 bhp,17.8 kmpl,Petrol,,,,,,,,,,,,
2020 Maruti Ciaz Alpha AT BSVI,₹8.75 Lakh,"Vadpe, Thane",Feb 2020,Comprehensive,Petrol,5 Seats,"28,000 Kms",Mumbai,First Owner,1462 cc,Automatic,2020,1462 cc,103.25 bhp,20.04 kmpl,Petrol,,,,,2,,,,,,,
2021 Mahindra Bolero B6 BSVI,₹7.51 Lakh,"Andheri East, Mumbai",Sept 2021,Expired,Diesel,7 Seats,"68,000 Kms",Mumbai,First Owner,1493 cc,Manual,2021,1493 cc,74.96 bhp,16 kmpl,Diesel,,,RWD,,,,,,,,,
2020 Maruti XL6 Zeta AT,₹10 Lakh,Thane,Dec 2020,Comprehensive,Petrol,6 Seats,"48,400 Kms",Mumbai,First Owner,1462 cc,Automatic,2020,1462 cc,103.2 bhp,17.99 kmpl,Petrol,,6,,,,,,,,,,
2021 Tata Altroz XM Plus,₹5.42 Lakh,"Navi, Mumbai",Oct 2021,Comprehensive,Petrol,5 Seats,"27,212 Kms",kalyan,Second Owner,1199 cc,Manual,2021,1199 cc,86.83 bhp,19.33 kmpl,Petrol,,,,,2,,,,,,,
2015 Honda City i VTEC CVT VX,₹4.75 Lakh,Mumbai,2015,Expired,Petrol,5 Seats,"80,000 Kms",Mumbai,Second Owner,1497 cc,Automatic,2015,1497 cc,117.3 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2016 Maruti Celerio ZXI AT,₹3.25 Lakh,"Antop Hill, Mumbai",Sept 2016,Expired,Petrol,5 Seats,"52,000 Kms",Mumbai,Second Owner,998 cc,Automatic,2016,998 cc,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,,
2015 Maruti Celerio VXI AT,₹3.65 Lakh,Thane,Dec 2015,Expired,Petrol,5 Seats,"74,912 Kms",Thane,First Owner,998 cc,Automatic,2015,998 cc,67.04 bhp,23.1 kmpl,Petrol,,,,3715mm,,,,,,,,
2022 Renault Kiger RXT AMT,₹6.75 Lakh,"Matunga West, Mumbai",Apr 2022,Third Party,Petrol,5 Seats,"10,600 Kms",Mumbai,First Owner,999 cc,Automatic,2022,999 cc,71.01 bhp,19.03 kmpl,Petrol,205,,,,,,,,,,,
2020 Maruti Wagon R CNG LXI,₹5 Lakh,"Shantinagar E.D., Thane",Aug 2020,Expired,CNG,5 Seats,"24,594 Kms",Navi Mumbai,Second Owner,998 cc,Manual,2020,998 cc,58.33 bhp,32.52 km/kg,CNG,,,,,1,,,,,,,
2019 Renault Duster RXS Option CVT BSIV,₹6.49 Lakh,"West, Thane",Dec 2019,Comprehensive,Petrol,5 Seats,"62,338 Kms",Thane,First Owner,1498 cc,Automatic,2019,1498 cc,105 bhp,13.9 kmpl,Petrol,,,FWD,,,,,,,,,
2018 Maruti Wagon R LXI CNG,₹4.02 Lakh,"West, Thane",Sept 2018,Comprehensive,CNG,5 Seats,"75,342 Kms",Mumbai,First Owner,998 cc,Manual,2018,998 cc,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,,
2018 Renault KWID 1.0 RXT Optional AT 2016-2019,₹3.14 Lakh,"Kandivali East, Mumbai",Jun 2018,Comprehensive,Petrol,5 Seats,"40,764 Kms",Mumbai,First Owner,999 cc,Automatic,2018,999 cc,67 bhp,23.01 kmpl,Petrol,,,,,1,,,,,,,
2022 Maruti Wagon R VXI 1.2,₹4.84 Lakh,"Navi, Mumbai",Sept 2022,Comprehensive,Petrol,5 Seats,"10,441 Kms",Mumbai,Second Owner,1197 cc,Manual,2022,1197 cc,81.80 bhp,20.52 kmpl,Petrol,,,,,1,,,,,,,
2019 Maruti Ciaz Alpha Automatic BSIV,₹7.49 Lakh,"Andheri East, Mumbai",Apr 2019,Third Party,Petrol,5 Seats,"75,000 Kms",Mumbai,First Owner,1462 cc,Automatic,2019,1462 cc,103.25 bhp,20.28 kmpl,Petrol,,,,,2,,,,,,,
2017 Hyundai i20 Sportz 1.2,₹5.28 Lakh,"Navi, Mumbai",Sept 2017,Expired,Petrol,5 Seats,"19,290 Kms",kalyan,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,,
2022 Kia Seltos GTX Plus DCT,₹16.50 Lakh,"Andheri East, Mumbai",May 2022,Comprehensive,Petrol,5 Seats,"9,000 Kms",Mumbai,First Owner,1353 cc,Automatic,2022,1353 cc,138.08 bhp,16.5 kmpl,Petrol,,5,FWD,,,,,,,,,
2018 Hyundai Creta 1.6 CRDi AT SX Plus,₹10.50 Lakh,"West, Thane",Apr 2018,Zero Dep,Diesel,5 Seats,"68,350 Kms",Mumbai,First Owner,1582 cc,Automatic,2018,1582 cc,126.2 bhp,17.01 kmpl,,190mm,5,FWD,,,,,,,,,
2021 Mercedes-Benz S-Class S400d 4Matic BSVI,₹1.59 Crore,"Khar Delivery, Mumbai",Nov 2021,Comprehensive,Diesel,5 Seats,"27,000 Kms",Mumbai,First Owner,2925 cc,Automatic,2021,2925 cc,325.86 bhp,13.38 kmpl,Diesel,,,,,10,,,,,,,
2014 Maruti Celerio VXI,₹3.11 Lakh,"West, Thane",Nov 2014,Comprehensive,Petrol,5 Seats,"37,913 Kms",panvel,Second Owner,998 cc,Manual,2014,998 cc,67.05 bhp,21.63 kmpl,Petrol,,,,,1,,,,,,,
2019 BMW 6 Series GT 620d Luxury Line 2019-2021,₹43.75 Lakh,"Matunga West, Mumbai",Dec 2019,Expired,Diesel,4 Seats,"23,600 Kms",Mumbai,First Owner,1995 cc,Automatic,2019,1995 cc,187.74 bhp,,Diesel,,,FWD,,6,,,,,,,
2017 Maruti Baleno 1.2 Zeta,₹5.71 Lakh,"Andheri East, Mumbai",Oct 2017,Comprehensive,Petrol,5 Seats,"48,000 Kms",Mumbai,First Owner,1197 cc,Manual,2017,1197 cc,83.1 bhp,21.4 kmpl,Petrol,,,,3995mm,,,,,,,,
2011 Audi A4 1.8 TFSI,₹7.75 Lakh,"Borivali West, Mumbai",May 2011,Expired,Petrol,5 Seats,"43,000 Kms",Thane,First Owner,1781 cc,Automatic,2011,1781 cc,,,Petrol,,5,FWD,,,,,,,,,228 kmph
2017 Land Rover Discovery Sport SD4 HSE Luxury,₹22.50 Lakh,"Borivali West, Mumbai",Jan 2017,Expired,Diesel,5 Seats,"58,688 Kms",Mumbai,Second Owner,2179 cc,Automatic,2017,2179 cc,187.7 bhp,,Diesel,,,4WD,,,,,,,,,188 kmph
2016 Chevrolet Cruze LTZ AT,₹5.85 Lakh,"Thane West, Mumbai",Mar 2016,Expired,Diesel,5 Seats,"90,000 Kms",Pune,Second Owner,1998 cc,Automatic,2016,1998 cc,163.7 bhp,14.81 kmpl,Diesel,,,,,,,,,,,,
2018 Mahindra TUV 300 T4 Plus,₹5.75 Lakh,"West, Thane",Oct 2018,Comprehensive,Diesel,7 Seats,"85,000 Kms",Pune,Second Owner,1493 cc,Manual,2018,1493 cc,100 bhp,18.49 kmpl,,184mm,,RWD,,,,,,,,,
2022 Maruti XL6 Zeta,₹10.42 Lakh,"Navi, Mumbai",Sept 2022,Comprehensive,Petrol,6 Seats,"28,993 Kms",kalyan,First Owner,1462 cc,Manual,2022,1462 cc,103.2 bhp,19.01 kmpl,Petrol,,6,,,,,,,,,,
2018 BMW 6 Series GT 630d M Sport,₹37 Lakh,"Andheri West, Mumbai",Sept 2018,Comprehensive,Diesel,4 Seats,"59,100 Kms",Mumbai,Second Owner,2993 cc,Automatic,2018,2993 cc,261.4 bhp,17.09 kmpl,Diesel,,,,,6,,,,,,,
2018 Hyundai i20 Asta 1.2,₹6.11 Lakh,"Dadar, Mumbai",May 2018,Comprehensive,Petrol,5 Seats,"28,729 Kms",Mumbai,First Owner,1197 cc,Manual,2018,1197 cc,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,,
2013 Maruti SX4 Green Vxi (CNG),₹3.50 Lakh,"Kandivali West, Mumbai",May 2013,Comprehensive,CNG,5 Seats,"81,488 Kms",Mumbai,First Owner,1586 cc,Manual,2013,1586 cc,85.7 bhp,22.1 km/kg,CNG,,,,,,,,,,,,
2015 Maruti Wagon R LXI CNG,₹3.02 Lakh,"Ghatkopar West, Mumbai",Jul 2015,Comprehensive,CNG,5 Seats,"94,292 Kms",kalyan,Second Owner,998 cc,Manual,2015,998 cc,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,,
2023 Tata Tiago XZA Plus AMT BSVI,₹6.99 Lakh,"West, Thane",Feb 2023,Third Party,Petrol,5 Seats,"8,910 Kms",Mumbai,First Owner,1199 cc,Automatic,2023,1199 cc,84.82 bhp,19 kmpl,Petrol,,,,,2,,,,,,,
2017 Maruti Wagon R AMT VXI Plus,₹3.95 Lakh,"Mira Road West, Mumbai",Jul 2017,Expired,Petrol,5 Seats,"50,000 Kms",Thane,First Owner,998 cc,Automatic,2017,998 cc,67 bhp,20.51 kmpl,Petrol,,,,3636mm,,,,,,,,
2021 Honda WR-V VX,₹6.44 Lakh,"Kandivali East, Mumbai",Jul 2021,Expired,Petrol,5 Seats,"61,175 Kms",Pimpri chinchwad,Second Owner,1199 cc,Manual,2021,1199 cc,88.50 bhp,16.5 kmpl,Petrol,,,,,2,,,,,,,
2020 Maruti Baleno Delta,₹6.40 Lakh,"West, Thane",Jan 2021,Comprehensive,Petrol,5 Seats,"33,175 Kms",Thane,First Owner,1197 cc,Manual,2020,1197 cc,81.80 bhp,21.01 kmpl,Petrol,,,,,2,,,,,,,
2021 Maruti Baleno Alpha,₹7.95 Lakh,"Santacruz(west) S.o, Mumbai",Nov 2021,Comprehensive,Petrol,5 Seats,"19,500 Kms",Mumbai,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,21.01 kmpl,Petrol,,,,,2,,,,,,,
2015 Hyundai Grand i10 Sportz,₹3.32 Lakh,"Kandivali East, Mumbai",Mar 2015,Third Party,Petrol,5 Seats,"27,294 Kms",Mumbai,First Owner,1197 cc,Manual,2015,1197 cc,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,,
2016 Honda BR-V i-VTEC V CVT,₹5.48 Lakh,Thane,Dec 2016,Comprehensive,Petrol,7 Seats,"79,000 Kms",Mumbai,First Owner,1497 cc,Automatic,2016,1497 cc,117.3 bhp,15.4 kmpl,,210mm,7,FWD,,,,,,,,,
2021 Kia Carnival Limousine Plus,₹29.95 Lakh,"Goregaon (w), Mumbai",Feb 2021,Expired,Diesel,7 Seats,"41,000 Kms",Aurangabad,Second Owner,2199 cc,Automatic,2021,2199 cc,197.26 bhp,,Diesel,,7,,,6,,,,,,,
2014 Honda Amaze VX i-Vtech,₹3.49 Lakh,"Antop Hill, Mumbai",Jan 2014,Expired,Petrol,5 Seats,"56,000 Kms",Mumbai,Second Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,,
2017 Toyota Etios 1.5 VX,₹5.35 Lakh,"Malad West, Mumbai",Jun 2017,Comprehensive,Petrol,5 Seats,"42,100 Kms",Mumbai,First Owner,1496 cc,Manual,2017,1496 cc,88.73 bhp,16.78 kmpl,Petrol,,,,,2,,,,,,,
2013 Honda City S,₹3.40 Lakh,"Thane West, Mumbai",Dec 2013,Expired,Petrol,5 Seats,"70,000 Kms",Thane,First Owner,1497 cc,Manual,2013,1497 cc,116.4 bhp,16.8 kmpl,Petrol,,,,,,,,,,,,
2018 Skoda Rapid 1.6 MPI Ambition BSIV,₹5.01 Lakh,"Mulund West, Mumbai",Feb 2019,Third Party,Petrol,5 Seats,"43,660 Kms",Mumbai,First Owner,1598 cc,Manual,2018,1598 cc,103.2 bhp,15.41 kmpl,Petrol,,,,,2,,,,,,,
2016 Maruti Wagon R LXI CNG,₹3.90 Lakh,Thane,Jun 2016,Comprehensive,CNG,5 Seats,"69,190 Kms",Thane,First Owner,998 cc,Manual,2016,998 cc,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,,
2022 Honda Amaze 2nd Gen VX CVT BSVI,₹8.50 Lakh,Thane,May 2022,Comprehensive,Petrol,5 Seats,"9,500 Kms",Mumbai,First Owner,1199 cc,Automatic,2022,1199 cc,88.50 bhp,18.3 kmpl,Petrol,,,,,2,,,,,,,
2022 Honda Jazz ZX,₹8.52 Lakh,"West, Thane",Sept 2022,Comprehensive,Petrol,5 Seats,"14,100 Kms",Mumbai,First Owner,1199 cc,Manual,2022,1199 cc,88.50 bhp,17.1 kmpl,Petrol,,,,,2,,,,,,,
