Year of Manufacture,Kms Driven,Power,Mileage,Engine Displacement,Brand,Model,Transmission,Fuel Type,City,price
2017,60055,108.91762795275592,19.529431028174166,1498.0,Honda,Amaze S i-DTEC,Manual,Diesel,Mumbai,475000
2019,23200,108.91762795275592,19.529431028174166,1995.0,BMW,6 Series GT 620d Luxury Line,Automatic,Diesel,Mumbai,3999000
2023,9000,108.91762795275592,19.529431028174166,1498.0,MG,Astor Sharp CVT BSVI,Automatic,Petrol,Mumbai,1375000
2017,68000,235.0,19.529431028174166,1969.0,Volvo,XC60 Inscription D5 BSIV,Automatic,Diesel,Mumbai,3690000
2022,30500,108.91762795275592,19.529431028174166,1498.0,MG,Astor Smart CVT BSVI,Automatic,Petrol,Mumbai,1175000
2017,41000,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Alpha,Automatic,Petrol,Coimbatore,620000
2018,72000,91.1,17.03,1373.0,Maruti,Ertiga BSIV VXI AT,Automatic,Petrol,Thane,875000
2021,29000,108.91762795275592,19.529431028174166,1956.0,Jeep,Compass 2.0 Model S Opt 4x4 AT,Automatic,Diesel,Mumbai,2275000
2015,46288,152.87,15.1,2179.0,Mahindra,XUV500 W11 FWD Diesel,Manual,Diesel,Coimbatore,830000
2013,70000,189.0,19.529431028174166,1998.0,BMW,X1 sDrive20i xLine,Automatic,Petrol,Thane,575000
2015,65175,108.91762795275592,19.529431028174166,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Mumbai,565000
2016,42000,67.0,20.51,998.0,Maruti,Wagon R AMT VXI Option,Automatic,Petrol,Thane,311000
2016,70000,108.91762795275592,19.529431028174166,1248.0,Maruti,Vitara Brezza VDi,Manual,Diesel,Mumbai,691000
2018,158400,171.5,19.529431028174166,2755.0,Toyota,Innova Crysta 2.8 GX AT BSIV,Automatic,Diesel,Thane,1900000
2023,8900,108.91762795275592,19.529431028174166,1440.1495461749028,MG,Comet EV Play,Automatic,Electric,Mumbai,685000
2016,20200,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz AT ZXi,Automatic,Petrol,Mumbai,625000
2019,13722,150.19,14.62,1999.0,Hyundai,Elantra VTVT SX Option AT,Automatic,Petrol,Mumbai,1240000
2010,25000,67.0,15.7,1172.0,Fiat,Punto 1.2 Active,Manual,Petrol,Coimbatore,300000
2017,53999,108.91762795275592,19.529431028174166,1499.0,Ford,Ecosport 1.5 Ti VCT AT Titanium BSIV,Automatic,Petrol,Thane,580000
2018,68000,108.91762795275592,19.529431028174166,796.0,Maruti,Alto 800 CNG LXI,Manual,CNG,Thane,385000
2022,18000,147.51,17.88,1498.0,Volkswagen,Taigun 1.5 TSI GT Plus BSVI,Manual,Petrol,Mumbai,1590000
2023,47341,108.91762795275592,19.529431028174166,1987.0,Toyota,Innova Hycross VX 7STR Hybrid BSVI,Automatic,Petrol,Mumbai,2725000
2014,107040,126.2,23.9,1582.0,Hyundai,Verna 1.6 CRDi SX,Manual,Diesel,Thane,449000
2024,8300,108.91762795275592,19.529431028174166,1997.0,Jaguar,F-Pace 2.0 R-Dynamic S Diesel BSVI,Automatic,Diesel,Thane,7100000
2023,4800,108.91762795275592,19.529431028174166,1440.1495461749028,Tata,Nexon EV Empowered Plus LR,Automatic,Electric,Mumbai,1575000
2022,15000,108.91762795275592,19.529431028174166,1493.0,Kia,Seltos GTX Plus Diesel AT,Automatic,Diesel,Mumbai,1800000
2018,18000,108.91762795275592,19.529431028174166,1968.0,Audi,Q5 35TDI Technology,Automatic,Diesel,Mumbai,3675000
2018,35371,81.8,21.21,1197.0,Maruti,Swift AMT ZXI,Automatic,Petrol,Coimbatore,630000
2013,109780,168.5,12.55,2982.0,Toyota,Fortuner 4x2 AT,Automatic,Diesel,Mumbai,1251000
2015,69000,108.91762795275592,19.529431028174166,1995.0,BMW,1 Series 118d Sport Line,Automatic,Diesel,Mumbai,1675000
2017,33371,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Thane,527000
2023,9690,108.49,14.85,1498.0,MG,Astor Savvy CVT Red BSVI,Automatic,Petrol,Mumbai,1400000
2021,26132,113.98,17.2,999.0,Skoda,Kushaq 1.0 TSI Ambition AT BSVI,Automatic,Petrol,Thane,1350000
2011,27210,88.73,17.6,1496.0,Toyota,Etios G,Manual,Petrol,Thane,325000
2016,100000,235.0,17.2,1969.0,Volvo,XC 90 D5 Momentum BSIV,Automatic,Diesel,Coimbatore,3200000
2015,48000,108.91762795275592,19.529431028174166,2143.0,Mercedes-Benz,E-Class E250 CDI Avantgarde,Automatic,Diesel,Mumbai,2175000
2018,57358,99.23,26.1,1498.0,Ford,Aspire Trend Plus Diesel,Manual,Diesel,Thane,560000
2012,54301,108.91762795275592,19.529431028174166,1199.0,Volkswagen,Polo IPL II 1.2 Diesel Highline,Manual,Diesel,Mumbai,299000
2011,66702,108.91762795275592,19.529431028174166,1396.0,Hyundai,Verna 1.4 VTVT,Manual,Petrol,Mumbai,319000
2023,8847,98.6,23.7,1493.0,Hyundai,Venue SX Diesel,Manual,Diesel,Thane,994999
2019,44050,47.3,33.0,796.0,Maruti,Alto 800 LXI CNG,Manual,CNG,Coimbatore,380000
2016,69000,58.16,26.6,998.0,Maruti,Wagon R LXI CNG,Manual,CNG,Coimbatore,349000
2013,51367,93.7,16.02,1373.0,Maruti,Ertiga ZXI,Manual,Petrol,Mumbai,525000
2020,28000,127.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,999000
2016,14840,82.0,18.9,1197.0,Hyundai,Grand i10 Sportz,Manual,Petrol,Coimbatore,445000
2018,55517,121.0,17.3,1497.0,Mahindra,Marazzo M4 8Str,Manual,Diesel,Thane,795000
2016,83000,86.8,19.4,1198.0,Honda,Brio VX,Manual,Petrol,Coimbatore,340000
2014,78000,93.7,16.02,1373.0,Maruti,Ertiga VXI,Manual,Petrol,Thane,575000
2019,31816,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Petrol Asta Option,Manual,Petrol,Mumbai,625000
2017,54000,117.6,18.0,1497.0,Honda,City i-VTEC CVT ZX,Automatic,Petrol,Thane,680000
2014,29869,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,New Delhi,299000
2011,50000,78.9,20.36,1197.0,Hyundai,i10 Sportz,Manual,Petrol,Coimbatore,145000
2018,39000,67.0,22.5,999.0,Datsun,RediGO 1.0 T Option,Manual,Petrol,Mumbai,299000
2022,16000,141.04,19.529431028174166,1440.1495461749028,Tata,Nexon EV XZ Plus,Automatic,Electric,Mumbai,990000
2018,19100,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz 1.4 AT Alpha,Automatic,Petrol,Mumbai,749000
2016,60006,126.2,20.5,1582.0,Hyundai,Creta 1.6 SX Diesel,Manual,Diesel,Thane,801000
2019,65000,88.76,23.7,1396.0,Hyundai,Venue SX Diesel BSIV,Manual,Diesel,Thane,835000
2021,22581,98.63,18.24,999.0,Renault,Kiger RXZ Turbo CVT,Automatic,Petrol,Mumbai,765000
2011,75000,130.2,13.9,1799.0,Honda,Civic 1.8 V AT,Automatic,Petrol,Thane,275000
2019,45020,58.0,30.48,1086.0,Hyundai,Santro Sportz CNG BSIV,Manual,CNG,Thane,475000
2019,85000,88.5,25.47,1248.0,Maruti,Ertiga ZDI Plus,Manual,Diesel,Mumbai,1085000
2021,20000,108.91762795275592,19.529431028174166,1440.1495461749028,Tata,Nexon EV XM,Automatic,Electric,Coimbatore,909000
2016,42736,67.0,23.01,999.0,Renault,KWID 1.0 RXT,Manual,Petrol,Thane,345000
2021,36000,58.33,32.52,998.0,Maruti,Wagon R CNG LXI,Manual,CNG,Thane,575000
2015,66000,120.69,15.9,1496.0,Ford,Ecosport 1.5 Petrol Titanium,Manual,Petrol,Mumbai,549000
2023,20000,113.18,17.0,1497.0,Hyundai,Creta S Plus Knight,Manual,Petrol,Coimbatore,1060000
2014,68330,82.0,18.9,1197.0,Hyundai,Grand i10 Asta,Manual,Petrol,Mumbai,380000
2022,20000,108.91762795275592,19.529431028174166,1199.0,Tata,Nexon XM BSVI,Manual,Petrol,Coimbatore,600000
2018,26117,80.0,24.79,1197.0,Maruti,Dzire ZXI,Manual,Petrol,Thane,619000
2012,58000,74.0,23.4,1248.0,Maruti,Swift Dzire VDI,Manual,Diesel,Thane,411000
2021,39000,108.91762795275592,19.529431028174166,998.0,Hyundai,Venue SX Turbo iMT,Manual,Petrol,Mumbai,894999
2014,58000,82.0,18.9,1197.0,Hyundai,Grand i10 AT Asta,Automatic,Petrol,Mumbai,385000
2022,12000,118.35,18.27,998.0,Hyundai,Venue SX Turbo,Manual,Petrol,Mumbai,1025000
2021,41000,108.91762795275592,19.529431028174166,1197.0,Hyundai,Grand i10 Nios Sportz CNG,Manual,CNG,Mumbai,625000
2018,64286,117.3,15.4,1497.0,Honda,BR-V i-VTEC V CVT,Automatic,Petrol,Thane,850000
2016,75098,108.91762795275592,19.529431028174166,2179.0,Mahindra,XUV500 AT W10 AWD,Automatic,Diesel,Thane,1025000
2015,83000,153.86,13.7,1997.0,Honda,CR-V 2.0L 2WD AT,Automatic,Petrol,Mumbai,655000
2015,54588,177.5,14.7,1798.0,Skoda,Octavia Elegance 1.8 TSI AT,Automatic,Petrol,Thane,850000
2022,11589,81.8,20.52,1197.0,Maruti,Wagon R VXI 1.2,Manual,Petrol,Thane,575000
2017,49247,108.91762795275592,19.529431028174166,1999.0,Land,Rover Discovery Sport TD4 HSE,Automatic,Diesel,Coimbatore,2595000
2016,66113,67.0,20.51,998.0,Maruti,Wagon R AMT VXI,Automatic,Petrol,Thane,395000
2018,35120,103.25,21.56,1462.0,Maruti,Ciaz Zeta BSIV,Manual,Petrol,Coimbatore,651000
2022,19000,108.91762795275592,19.529431028174166,1993.0,Mercedes-Benz,C-Class C 220d BSVI,Automatic,Diesel,Mumbai,4895000
2019,62106,108.91762795275592,19.529431028174166,1198.0,Tata,Nexon 1.2 Revotron XMA,Automatic,Petrol,Coimbatore,699000
2020,29003,108.91762795275592,19.529431028174166,1462.0,Maruti,Vitara Brezza ZXI,Manual,Petrol,Mumbai,810000
2020,41000,108.91762795275592,19.529431028174166,1451.0,MG,Hector Sharp AT BSIV,Automatic,Petrol,Mumbai,1290000
2020,77815,55.92,32.73,998.0,Maruti,S-Presso VXI CNG,Manual,CNG,Thane,389000
2016,198000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Coimbatore,899000
2013,56000,108.91762795275592,19.529431028174166,2179.0,Land,Rover Range Rover Evoque 2.2L Prestige,Automatic,Diesel,Mumbai,1595000
2016,31992,88.7,18.7,1199.0,Honda,Jazz 1.2 V i VTEC,Manual,Petrol,Thane,455000
2015,155007,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 VX (Diesel) 8 Seater BS IV,Manual,Diesel,Mumbai,950000
2012,43000,70.02,15.6,1196.0,Ford,Figo Petrol Titanium,Manual,Petrol,Mumbai,254999
2022,920,108.91762795275592,19.529431028174166,998.0,Hyundai,i20 N-Line N8 DCT BSVI,Automatic,Petrol,Mumbai,1145000
2020,36060,108.91762795275592,19.529431028174166,998.0,Kia,Sonet GTX Plus Turbo DCT DT,Automatic,Petrol,Thane,1075000
2019,48000,108.91762795275592,19.529431028174166,1368.0,Jeep,Compass 1.4 Limited Plus BSIV,Automatic,Petrol,Mumbai,1245000
2024,8600,187.74,19.529431028174166,2487.0,Lexus,NX 350h Exquisite,Automatic,Petrol,Mumbai,6700000
2018,30000,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Sportz Option,Manual,Petrol,Coimbatore,436000
2013,29461,85.8,19.1,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Thane,385000
2013,33000,86.7,18.0,1198.0,Honda,Amaze S i-Vtech,Manual,Petrol,Mumbai,345000
2022,2853,108.91762795275592,19.529431028174166,796.0,Maruti,Alto 800 VXI,Manual,Petrol,Thane,411000
2022,43000,108.91762795275592,19.529431028174166,1462.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,1095000
2021,100000,108.91762795275592,19.529431028174166,1997.0,Mahindra,Thar LX 4WD Convert Top AT BSVI,Automatic,Petrol,Coimbatore,1000000
2015,54059,86.7,15.5,1198.0,Honda,Amaze VX AT i-Vtech,Automatic,Petrol,Coimbatore,465000
2023,13000,108.49,14.82,1498.0,MG,Astor Sharp CVT BSVI,Automatic,Petrol,Mumbai,1325000
2014,65000,108.91762795275592,19.529431028174166,1582.0,Hyundai,Verna 1.6 SX,Manual,Diesel,Mumbai,484999
2018,54767,88.7,19.0,1199.0,Honda,Jazz 1.2 V AT i VTEC,Automatic,Petrol,Thane,595000
2016,62000,108.91762795275592,19.529431028174166,998.0,Maruti,Wagon R CNG LXI BSIV,Manual,CNG,New Delhi,300000
2017,48420,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz 1.4 AT Zeta,Automatic,Petrol,Mumbai,570000
2017,80000,108.91762795275592,19.529431028174166,2179.0,Mahindra,XUV500 AT W6 2WD,Automatic,Diesel,Coimbatore,790000
2023,16858,172.45,15.42,2198.0,Mahindra,Scorpio N Z8L 6 Str Diesel AT,Automatic,Diesel,Thane,2027000
2015,54002,86.8,16.5,1198.0,Honda,Brio VX AT,Automatic,Petrol,Mumbai,311000
2015,75000,71.0,24.4,1120.0,Hyundai,Xcent 1.1 CRDi SX,Manual,Diesel,Mumbai,375000
2023,29500,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Asta Opt IVT,Automatic,Petrol,Mumbai,975000
2022,21877,108.91762795275592,19.529431028174166,1197.0,Hyundai,Aura SX Plus AMT,Automatic,Petrol,Thane,699000
2014,80000,108.91762795275592,19.529431028174166,1461.0,Renault,Duster RXZ AWD,Manual,Diesel,Thane,375000
2015,47100,108.91762795275592,19.529431028174166,1248.0,Maruti,S Cross DDiS 200 Delta,Manual,Diesel,Mumbai,545000
2014,127800,80.9,22.8,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,575000
2016,67000,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz AT ZXi,Automatic,Petrol,Mumbai,565000
2017,78000,88.5,24.52,1248.0,Maruti,Ertiga SHVS VDI,Manual,Diesel,Thane,840000
2022,30000,108.91762795275592,19.529431028174166,1956.0,MG,Hector Sharp Diesel MT,Manual,Diesel,Mumbai,1650000
2016,26000,108.91762795275592,19.529431028174166,1197.0,Maruti,Swift LXI BSIV,Manual,Petrol,Mumbai,475000
2019,30000,108.91762795275592,19.529431028174166,1498.0,Honda,Amaze V CVT Diesel BSIV,Automatic,Diesel,Coimbatore,640000
2018,73004,187.7,19.529431028174166,1995.0,BMW,X3 xDrive 20d xLine,Automatic,Diesel,Mumbai,3499000
2022,31000,108.91762795275592,19.529431028174166,1956.0,Jeep,Compass Model S 4X4 Diesel AT BSVI,Automatic,Diesel,Mumbai,2350000
2017,54977,99.6,17.5,1498.0,Nissan,Sunny XV CVT,Automatic,Petrol,Coimbatore,449000
2019,33000,98.6,25.5,1498.0,Honda,WR-V i-DTEC VX,Manual,Diesel,Coimbatore,825000
2022,14372,183.72,19.529431028174166,1997.0,Hyundai,Tucson Signature Diesel 4WD AT BSVI,Automatic,Diesel,Mumbai,2890000
2017,44000,160.77,14.1,1368.0,Jeep,Compass 1.4 Longitude Plus AT,Automatic,Petrol,Mumbai,1190000
2013,66946,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Sportz 1.2,Manual,Petrol,Thane,315000
2021,18000,108.91762795275592,19.529431028174166,999.0,Skoda,Kushaq 1.0 TSI Style AT BSVI,Automatic,Petrol,Mumbai,1290000
2016,96000,103.2,18.19,1197.0,Volkswagen,Vento 1.2 TSI Highline AT,Automatic,Petrol,Mumbai,515000
2018,28900,108.91762795275592,19.529431028174166,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Thane,650000
2020,41000,245.4,19.529431028174166,1999.0,Land,Rover Discovery Sport Dynamic SE Diesel,Automatic,Diesel,Mumbai,4850000
2021,50000,108.91762795275592,19.529431028174166,1493.0,Kia,Seltos HTX Diesel,Manual,Diesel,Coimbatore,1425000
2017,38005,108.91762795275592,19.529431028174166,1197.0,Hyundai,i20 Asta 1.2,Manual,Petrol,Thane,501000
2014,66000,108.91762795275592,19.529431028174166,1995.0,BMW,3 Series GT 320d Luxury Line,Automatic,Diesel,Mumbai,1591000
2020,29121,81.8,19.56,1197.0,Maruti,Baleno Zeta CVT,Automatic,Petrol,Coimbatore,722000
2016,51370,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz AT ZXi,Automatic,Petrol,Thane,595000
2022,10000,207.0,14.1,1984.0,Audi,A4 Premium,Automatic,Petrol,Coimbatore,3200000
2012,27651,83.14,20.85,1197.0,Maruti,Swift Dzire VXI,Manual,Petrol,Thane,326000
2019,27000,108.91762795275592,19.529431028174166,1395.0,Audi,A3 35 TFSI Premium Plus,Automatic,Petrol,Coimbatore,2100000
2017,14000,108.91762795275592,19.529431028174166,1497.0,Ford,Ecosport 1.5 Petrol Titanium BSIV,Manual,Petrol,Mumbai,545000
2023,10000,200.0,12.17,1997.0,Mahindra,Scorpio N Z2,Manual,Petrol,Coimbatore,1300000
2018,47000,108.91762795275592,19.529431028174166,1248.0,Maruti,S Cross Delta DDiS 200 SH,Manual,Diesel,Mumbai,725000
2015,24373,81.86,18.9,1197.0,Hyundai,Grand i10 1.2 Kappa Asta,Manual,Petrol,Thane,409999
2013,57239,78.9,20.36,1197.0,Hyundai,i10 Sportz,Manual,Petrol,Mumbai,274000
2019,100000,108.91762795275592,19.529431028174166,2755.0,Toyota,Innova Crysta 2.8 GX AT BSIV,Automatic,Diesel,Thane,2100000
2019,8925,83.83,23.84,1199.0,Tata,Tiago XZA Plus,Automatic,Petrol,Mumbai,515000
2017,54000,84.0,23.84,1199.0,Tata,Tiago 1.2 Revotron XZ,Manual,Petrol,Thane,425000
2016,79123,108.91762795275592,19.529431028174166,1497.0,Honda,City i VTEC CVT SV,Automatic,Petrol,Thane,490000
2015,53000,108.91762795275592,19.529431028174166,1395.0,Skoda,Octavia 1.4 TSI MT Ambition,Manual,Petrol,Thane,680000
2018,18000,188.0,19.529431028174166,1968.0,Audi,Q5 35TDI Technology,Automatic,Diesel,Mumbai,3695000
2017,67000,117.3,17.8,1497.0,Honda,City i VTEC V,Manual,Petrol,Mumbai,665000
2023,18000,141.0,12.34,1451.0,MG,Hector 1.5 Turbo Savvy Pro CVT BSVI,Automatic,Petrol,Mumbai,1989999
2023,18347,115.05,19.529431028174166,1497.0,Mahindra,XUV300 W6 Diesel,Manual,Diesel,Thane,875000
2013,81000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Mumbai,825000
2018,27310,83.1,21.4,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Mumbai,550000
2022,13205,108.91762795275592,19.529431028174166,2157.0,Mahindra,Alturas G4 4X4 AT,Automatic,Diesel,Mumbai,3350000
2017,40416,74.0,27.39,1248.0,Maruti,Baleno Zeta Diesel,Manual,Diesel,Thane,520000
2022,42387,130.0,9.0,2184.0,Mahindra,Thar LX 4WD Hard Top Diesel AT BSVI,Automatic,Diesel,Thane,1499000
2021,34400,241.3,14.11,1984.0,Audi,A6 45 TFSI Technology WO Matrix BSVI,Automatic,Petrol,Mumbai,4375000
2016,69400,108.91762795275592,19.529431028174166,1999.0,Hyundai,Elantra 2.0 SX Option AT,Automatic,Petrol,Mumbai,850000
2021,38101,127.0,19.529431028174166,1440.1495461749028,Tata,Nexon EV XM,Automatic,Electric,Mumbai,994999
2018,41706,88.5,24.3,1248.0,Maruti,Vitara Brezza ZDi Plus AMT,Automatic,Diesel,Thane,885000
2015,73212,99.0,24.29,1498.0,Ford,Figo 1.5 Sports Edition MT,Manual,Diesel,Mumbai,400000
2011,70947,177.6,11.7,2354.0,Honda,New Accord 2.4 A/T,Automatic,Petrol,Mumbai,399000
2022,33000,108.91762795275592,19.529431028174166,999.0,Skoda,Slavia 1.0 TSI Style,Manual,Petrol,Thane,1175000
2019,21824,108.91762795275592,19.529431028174166,1199.0,Honda,Jazz VX CVT,Automatic,Petrol,Thane,675000
2013,77394,121.3,17.01,1591.0,Hyundai,Verna 1.6 SX VTVT,Manual,Petrol,Coimbatore,440000
2016,98000,88.7,17.57,1193.0,Tata,Zest Revotron 1.2 XT,Manual,Petrol,Coimbatore,348000
2017,65000,108.91762795275592,19.529431028174166,2987.0,Mercedes-Benz,GLS 350d 4MATIC,Automatic,Diesel,Mumbai,4775000
2013,59205,80.46,17.5,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,488000
2016,41910,108.91762795275592,19.529431028174166,1197.0,Maruti,Baleno 1.2 Zeta,Manual,Petrol,Mumbai,535000
2022,22000,138.12,11.0,1353.0,Hyundai,Creta SX Opt Turbo BSVI,Automatic,Petrol,Mumbai,1689999
2023,6663,108.91762795275592,19.529431028174166,999.0,Skoda,Kushaq 1.0 TSI Ambition AT,Automatic,Petrol,Mumbai,1325000
2021,198000,148.0,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 GX 8 STR,Manual,Diesel,Coimbatore,1798000
2021,47927,121.3,15.8,1591.0,Hyundai,Creta 1.6 EX Petrol,Manual,Petrol,Thane,1041000
2016,27467,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Thane,690000
2021,38686,141.0,11.67,1451.0,MG,Hector Plus Sharp DCT,Automatic,Petrol,Coimbatore,1550000
2019,149000,171.5,19.529431028174166,2755.0,Toyota,Innova Crysta 2.8 GX AT BSIV,Automatic,Diesel,Coimbatore,1698000
2018,60900,108.91762795275592,19.529431028174166,1496.0,Toyota,Yaris G CVT BSIV,Automatic,Petrol,Mumbai,695000
2016,33552,88.5,24.3,1248.0,Maruti,Vitara Brezza VDi,Manual,Diesel,Mumbai,675000
2015,46163,82.0,18.9,1197.0,Hyundai,Grand i10 AT Asta,Automatic,Petrol,Thane,415000
2018,84000,100.0,18.49,1493.0,Mahindra,TUV 300 T4 Plus,Manual,Diesel,Thane,575000
2017,40000,88.7,17.5,1199.0,Honda,WR-V i-VTEC VX,Manual,Petrol,Mumbai,551000
2011,80000,67.0,18.9,998.0,Maruti,Wagon R Pro,Manual,Petrol,Coimbatore,145000
2019,24308,81.8,19.56,1197.0,Maruti,Baleno Zeta CVT,Automatic,Petrol,Mumbai,690000
2013,90000,108.91762795275592,19.529431028174166,1461.0,Renault,Duster RXL AWD,Manual,Diesel,Coimbatore,300000
2006,68000,108.91762795275592,19.529431028174166,1298.0,Maruti,Swift VXI BSII,Manual,Petrol,Thane,160000
2018,33000,108.91762795275592,19.529431028174166,1199.0,Tata,Tiago 1.2 Revotron XZA,Automatic,Petrol,Mumbai,459999
2015,36388,82.0,19.1,1197.0,Hyundai,Xcent 1.2 Kappa SX,Manual,Petrol,Mumbai,415000
2016,48746,108.91762795275592,19.529431028174166,1373.0,Maruti,Ciaz AT ZXi,Automatic,Petrol,Thane,525000
2022,25438,113.18,14.0,1497.0,Hyundai,Creta S iMT BSVI,Manual,Petrol,Thane,1140000
2018,98000,108.91762795275592,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 GX MT,Manual,Diesel,Coimbatore,1498000
2021,11402,118.35,18.27,998.0,Hyundai,Venue SX Turbo,Manual,Petrol,Mumbai,900000
2016,49002,108.91762795275592,19.529431028174166,998.0,Maruti,Wagon R AMT VXI,Automatic,Petrol,Mumbai,375000
2020,31605,108.91762795275592,19.529431028174166,998.0,Maruti,S-Presso VXI Plus AT 2019-2022,Automatic,Petrol,Coimbatore,515000
2018,37426,121.0,16.3,1497.0,Ford,Aspire Titanium Automatic,Automatic,Petrol,Thane,399000
2014,37123,108.91762795275592,19.529431028174166,998.0,Maruti,Celerio VXI AT,Automatic,Petrol,Thane,300000
2021,29628,147.51,18.6,1498.0,Skoda,Kushaq 1.5 TSI Ambition,Manual,Petrol,Thane,1170000
2021,30000,113.43,18.0,1493.0,Kia,Seltos GTX Plus Diesel AT,Automatic,Diesel,Mumbai,1725000
2019,50000,113.43,20.8,1493.0,Kia,Seltos HTE Diesel,Manual,Diesel,Mumbai,994999
2017,28950,83.1,21.4,1197.0,Maruti,Baleno 1.2 CVT Alpha,Automatic,Petrol,Thane,590000
2010,40000,108.91762795275592,19.529431028174166,5000.0,Jaguar,XF 5.0 Litre V8 Petrol,Automatic,Petrol,Mumbai,990000
2016,34000,108.91762795275592,19.529431028174166,1197.0,Maruti,Baleno 1.2 CVT Delta,Automatic,Petrol,Navi Mumbai,499000
2010,116000,108.91762795275592,19.529431028174166,1798.0,Toyota,Corolla Altis G,Manual,Petrol,Mumbai,275000
2021,34286,81.86,17.52,1197.0,Hyundai,Venue S,Manual,Petrol,Mumbai,873000
2013,44000,86.7,18.0,1198.0,Honda,Amaze S i-Vtech,Manual,Petrol,Mumbai,390000
2019,58357,81.86,17.4,1197.0,Hyundai,i20 Asta Option CVT BSIV,Automatic,Petrol,Thane,623000
2017,67345,84.0,23.84,1199.0,Tata,Tiago 1.2 Revotron XTA,Automatic,Petrol,Thane,480000
2018,36708,108.91762795275592,19.529431028174166,1462.0,Maruti,Ertiga VXI Petrol,Manual,Petrol,Thane,795000
2021,16000,108.91762795275592,19.529431028174166,1498.0,Honda,City ZX CVT,Automatic,Petrol,Mumbai,1195000
2020,40000,108.91762795275592,19.529431028174166,1999.0,Land,Rover Discovery Sport TD4 HSE Luxury,Automatic,Diesel,Mumbai,4875000
2019,48307,115.0,20.0,1497.0,Mahindra,XUV300 W8 Option Diesel BSIV,Manual,Diesel,Thane,899000
2021,69214,58.33,19.529431028174166,998.0,Maruti,S-Presso VXI Opt CNG,Manual,CNG,Thane,432000
2019,69000,108.91762795275592,19.529431028174166,1248.0,Maruti,Baleno 1.3 Zeta,Manual,Diesel,Navi Mumbai,745000
2014,47201,108.91762795275592,19.529431028174166,1198.0,Honda,Amaze S AT i-Vtech,Automatic,Petrol,Mumbai,434000
2017,63000,67.06,20.63,1198.0,Datsun,GO Anniversary Edition,Manual,Petrol,Mumbai,285000
2011,34749,88.7,17.6,1496.0,Toyota,Etios VX,Manual,Petrol,Coimbatore,285000
2015,20153,37.48,36.0,624.0,Tata,Nano CNG XM,Manual,CNG,Coimbatore,225000
2018,56972,119.35,18.6,1498.0,Honda,City ZX MT,Manual,Petrol,Thane,772000
2018,146489,147.8,19.529431028174166,2393.0,Toyota,Innova Crysta 2.4 VX MT BSIV,Manual,Diesel,Thane,1595000
2018,130000,74.02,28.4,1248.0,Maruti,Swift Dzire AMT ZDI Plus,Automatic,Diesel,Thane,615000
2015,87000,117.3,18.0,1497.0,Honda,City i VTEC CVT VX,Automatic,Petrol,Mumbai,585000
2018,44200,84.0,20.3,1199.0,Tata,Tigor 1.2 Revotron XZ,Manual,Petrol,Coimbatore,500000
2023,6627,88.5,23.56,1197.0,Maruti,Wagon R ZXI Plus Dual Tone,Manual,Petrol,Thane,641000
2020,28000,103.25,20.04,1462.0,Maruti,Ciaz Alpha AT BSVI,Automatic,Petrol,Thane,875000
2021,68000,74.96,16.0,1493.0,Mahindra,Bolero B6 BSVI,Manual,Diesel,Mumbai,751000
2020,48400,103.2,17.99,1462.0,Maruti,XL6 Zeta AT,Automatic,Petrol,Coimbatore,1000000
2015,71443,80.9,22.8,1373.0,Maruti,Ertiga VXI CNG,Manual,CNG,Thane,675000
2014,110000,100.6,19.529431028174166,2494.0,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,Manual,Diesel,Thane,925000
